Age,Gender,Height,Weight,BMI,Fat%,Workout_Frequency,Goal,Diet_Type
19.0,0,1.58,107.7,43.1,13.0,5.0,Muscle Gain,High Protein
58.0,0,193cm,53.6 kg,14.4,31.0,3.0,Muscle Gain,High Protein
42.0,0,1.82,63.2,19.1,17.0,2.0,Muscle Gain,High Protein
58.0,1,0,81.4,22.5,27.0,1.0,Maintain,Balanced / Plant-Based
18.0,0,1.77,69.8,22.3,20.0,5.0,Muscle Gain,High Protein
38.0,1,1.52,82.5,,16.0,,Maintain,Balanced / Plant-Based
34.0,0,1.77,113.9,,10.0,4.0,Muscle Gain,High Protein
36.0,1,1.92,69.5,18.9,22.0,4.0,Weight Loss,Low Carb / Low Fat
45.0,0,1.97,85.9,22.1,24.0,3.0,Weight Loss,Low Carb / Low Fat
24.0,1,1.68,97.0,34.4,30.0,,Muscle Gain,High Protein
34.0,0,1.72,77.8,26.3,19.0,2.0,Maintain,Balanced / Plant-Based
45.0,0,1.9,96.6,26.8,,5.0,Muscle Gain,High Protein
39.0,1,1.64,74.2,27.6,21.0,5.0,Maintain,Balanced / Plant-Based
29.0,0,1.84,60.5,17.9,28.0,2.0,Maintain,Balanced / Plant-Based
54.0,1,1.62,108.3,41.3,30.0,2.0,Weight Loss,Balanced / Plant-Based
28.0,1,1.8,93.5,28.9,29.0,3.0,Maintain,Balanced / Plant-Based
55.0,1,1.54,102.6,43.3,,5.0,Muscle Gain,Balanced / Plant-Based
42.0,1,1.91,79.3,21.7,29.0,4.0,Maintain,Balanced / Plant-Based
45.0,1,1.65,116.3,42.7,11.0,3.0,Weight Loss,Low Carb / Low Fat
53.0,1,1.91,96.1,26.3,27.0,2.0,Weight Loss,Low Carb / Low Fat
22.0,0,1.94,82.5,21.9,29.0,4.0,Maintain,Balanced / Plant-Based
19.0,1,1.62,65.7,25.0,19.0,3.0,,Balanced / Plant-Based
57.0,1,1.83,73.5,21.9,,3.0,Weight Loss,Low Carb / Low Fat
41.0,1,1.63,54.8,20.6,10.0,6.0,Maintain,Balanced / Plant-Based
26.0,1,1.73,52.4,17.5,27.0,5.0,Maintain,Balanced / Plant-Based
50.0,0,,100.4,31.7,26.0,3.0,Maintain,Balanced / Plant-Based
40.0,0,1.6,103.0,40.2,34.0,1.0,Weight Loss,Low Carb / Low Fat
35.0,0,1.52,67.3,29.1,15.0,4.0,Weight Loss,Low Carb / Low Fat
55.0,1,1.67,73.3,26.3,29.0,,Muscle Gain,Balanced / Plant-Based
,1,1.98,118.5,30.2,23.0,3.0,Muscle Gain,High Protein
18.0,0,1.54,117.1,49.4,18.0,3.0,Muscle Gain,High Protein
34.0,1,1.8,55.2,17.0,11.0,,Muscle Gain,High Protein
50.0,0,1.75,100.0,32.7,22.0,2.0,Maintain,Balanced / Plant-Based
41.0,0,1.71,76.8,26.3,33.0,5.0,Muscle Gain,High Protein
26.0,0,1.8,80.1,24.7,25.0,3.0,Muscle Gain,High Protein
57.0,1,1.81,97.0,29.6,25.0,6.0,Muscle Gain,Balanced / Plant-Based
37.0,1,1.55,72.7,30.3,31.0,2.0,Maintain,Balanced / Plant-Based
59.0,0,1.97,95.4,24.6,32.0,1.0,Muscle Gain,High Protein
30.0,1,1.66,91.7,33.3,28.0,3.0,Weight Loss,Low Carb / Low Fat
58.0,1,1.54,114.0,48.1,26.0,1.0,Weight Loss,Balanced / Plant-Based
26.0,1,1.79,75.2,23.5,13.0,3.0,Maintain,Balanced / Plant-Based
57.0,1,1.73,75.6,25.3,11.0,6.0,maintain,Balanced / Plant-Based
34.0,1,1.85,50.7,14.8,23.0,2.0,Muscle Gain,High Protein
40.0,1,1.56,52.3,21.5,18.0,6.0,Muscle Gain,High Protein
57.0,1,1.91,53.1,14.6,28.0,4.0,Weight Loss,Balanced / Plant-Based
57.0,0,1.69,109.7,38.4,24.0,6.0,Muscle Gain,Balanced / Plant-Based
25.0,0,1.96,53.1,13.8,19.0,4.0,Weight Loss,Balanced / Plant-Based
39.0,1,1.84,88.0,26.0,24.0,6.0,Muscle Gain,High Protein
43.0,1,1.94,70.9,,12.0,2.0,Weight Loss,Low Carb / Low Fat
29.0,1,1.99,103.6,26.2,33.0,1.0,Weight Loss,Balanced / Plant-Based
49.0,0,1.9,71.8,19.9,33.0,4.0,Muscle Gain,High Protein
27.0,1,1.53,114.0,,23.0,3.0,Weight Loss,LOW CARB / LOW FAT
59.0,1,1.75,86.2,28.1,20.0,2.0,Weight Loss,Low Carb / Low Fat
20.0,1,1.67,58.1,20.8,18.0,5.0,Muscle Gain,Balanced / Plant-Based
32.0,0,1.88,77.9,22.0,18.0,1.0,Maintain,Balanced / Plant-Based
38.0,1,1.91,113.6,31.1,29.0,6.0,Muscle Gain, High Protein 
37.0,0,1.51,80.8,35.4,14.0,5.0,Weight Loss,Low Carb / Low Fat
40.0,0,1.89,91.6,25.6,26.0,2.0,Maintain,Balanced / Plant-Based
30.0,0,1.87,,28.4,32.0,5.0,Maintain,Balanced / Plant-Based
36.0,0,1.8,,25.2,15.0,2.0,Weight Loss,Low Carb / Low Fat
53.0,0,1.83,66.2,,23.0,2.0,Muscle Gain,Balanced / Plant-Based
28.0,1,1.78,108.8,34.3,18.0,1.0,Weight Loss,Low Carb / Low Fat
26.0,0,1.75,113.6,37.1,10.0,3.0,Maintain,Balanced / Plant-Based
53.0,1,1.57,56.7,23.0,24.0,2.0,Muscle Gain,High Protein
55.0,1,1.67,70.7,25.4,22.0,2.0,Muscle Gain,High Protein
48.0,1,1.92,78.1,21.2,31.0,3.0,Muscle Gain,High Protein
50.0,1,1.62,57.0,21.7,27.0,2.0,Maintain,Balanced / Plant-Based
21.0,1,1.58,83.4,33.4,30.0,6.0,Maintain,Balanced / Plant-Based
23.0,0,1.51,95.4,41.8,25.0,3.0,Maintain, Balanced / Plant-Based 
42.0,1,1.7,,29.5,31.0,1.0,Muscle Gain,Balanced / Plant-Based
37.0,0,1.73,95.2,31.8,24.0,2.0,maintain,Balanced / Plant-Based
40.0,0,1.59,97.0,38.4,21.0,4.0,Muscle Gain,High Protein
42.0,1,1.83,97.4,29.1,27.0,6.0,Weight Loss,Low Carb / Low Fat
38.0,1,1.7,72.1,24.9,28.0,2.0,Muscle Gain,High Protein
52.0,0,1.91,,24.7,32.0,1.0,Weight Loss,Low Carb / Low Fat
37.0,1,1.54,77.6,32.7,28.0,6.0,Weight Loss,Low Carb / Low Fat
24.0,1,1.78,100.6,31.8,30.0,2.0,Muscle Gain,High Protein
51.0,1,1.63,55.9,21.0,30.0,2.0,Maintain,Balanced / Plant-Based
38.0,0,1.73,87.4,29.2,22.0,4.0,Maintain,BALANCED / PLANT-BASED
42.0,0,1.93,90.6,24.3,22.0,2.0,Weight Loss,Low Carb / Low Fat
49.0,0,1.74,59.7,19.7,12.0,3.0,Weight Loss,Low Carb / Low Fat
39.0,1,1.77,72.9,23.3,12.0,2.0,Muscle Gain,High Protein
39.0,1,1.54,65.1,27.4,13.0,2.0,Maintain,Balanced / Plant-Based
38.0,0,1.79,77.2,24.1,13.0,2.0,Maintain,Balanced / Plant-Based
24.0,0,1.55,111.8,46.5,19.0,1.0,Muscle Gain,Balanced / Plant-Based
38.0,0,1.9,77.2,21.4,16.0,4.0,Weight Loss,Low Carb / Low Fat
53.0,1,1.56,94.7,38.9,32.0,5.0,Weight Loss,Low Carb / Low Fat
47.0,0,1.55,66.9,27.8,28.0,4.0,Maintain,Balanced / Plant-Based
19.0,0,1.69,73.2,25.6,15.0,4.0,Muscle Gain,Balanced / Plant-Based
54.0,0,1.5,85.3,37.9,31.0,1.0,Weight Loss,Low Carb / Low Fat
28.0,0,1.72,90.6,30.6,30.0,6.0,Maintain,Balanced / Plant-Based
32.0,1,1.52,70.9,30.7,33.0,2.0,True,High Protein
46.0,1,1.9,64.8,18.0,11.0,5.0,Weight Loss,Low Carb / Low Fat
34.0,0,1.6,111.0,43.4,32.0,6.0,Maintain,Balanced / Plant-Based
22.0,0,1.89,55.0,15.4,16.0,1.0,Maintain,Balanced / Plant-Based
32.0,1,1.83,95.4,28.5,11.0,,Muscle Gain,High Protein
38.0,1,1.53,61.7,26.4,22.0,1.0,Maintain,Balanced / Plant-Based
49.0,1,1.98,91.8,23.4,30.0,5.0,Weight Loss,Low Carb / Low Fat
20.0,0,,77.4,23.6,10.0,2.0,Weight Loss,Balanced / Plant-Based
31.0,0,1.97,86.9,22.4,10.0,6.0,Muscle Gain,High Protein
52.0,0,1.7,61.2,,10.0,6.0,Weight Loss,Low Carb / Low Fat
53.0,0,1.81,81.6,24.9,11.0,,Weight Loss,Low Carb / Low Fat
52.0,1,1.67,103.8,37.2,32.0,1.0,Maintain,Balanced / Plant-Based
31.0,0,1.7,64.6,22.4,29.0,3.0,Muscle Gain,Balanced / Plant-Based
19.0,1,191cm,85.2 kg,23.4,11.0,,Weight Loss,Low Carb / Low Fat
53.0,0,191cm,104.1 kg,28.5,,,Maintain,Balanced / Plant-Based
41.0,0,1.8,85.1,26.3,16.0,2.0,,Balanced / Plant-Based
50.0,1,1.68,63.6,22.5,33.0,1.0,Maintain,Balanced / Plant-Based
55.0,0,1.75,89.0,29.1,21.0,1.0,Maintain,Balanced / Plant-Based
57.0,0,,77.7,33.6,16.0,2.0,Muscle Gain,Balanced / Plant-Based
55.0,1,1.87,79.0,22.6,27.0,1.0,Maintain,Balanced / Plant-Based
25.0,0,1.86,100.4,29.0,22.0,3.0,Weight Loss,Balanced / Plant-Based
48.0,0,1.83,51.4,15.3,11.0,1.0,Maintain,Balanced / Plant-Based
29.0,1,1.69,74.7,26.2,13.0,3.0,Muscle Gain,High Protein
41.0,1,1.54,116.3,49.0,26.0,2.0,Weight Loss,Low Carb / Low Fat
18.0,1,1.67,84.2,30.2,30.0,4.0,Weight Loss,Low Carb / Low Fat
52.0,1,1.99,114.2,28.8,34.0,2.0,Muscle Gain,High Protein
41.0,0,1.94,66.5,17.7,31.0,5.0,Maintain,Balanced / Plant-Based
27.0,0,1.51,71.8,31.5,31.0,5.0,Weight Loss,Low Carb / Low Fat
31.0,0,1.75,53.1,17.3,29.0,3.0,Weight Loss,Balanced / Plant-Based
45.0,0,1.7,53.3,18.4,28.0,4.0,Muscle Gain, High Protein 
42.0,0,1.96,68,17.7,,3.0,Muscle Gain,Balanced / Plant-Based
34.0,1,1.89,89.1,24.9,29.0,6.0,Maintain,Balanced / Plant-Based
39.0,1,1.97,85.6,22.1,18.0,5.0,Muscle Gain,High Protein
50.0,1,1.97,86.1,22.2,11.0,5.0,Muscle Gain,High Protein
37.0,0,1.84,98.1,29.0,29.0,1.0,True,Balanced / Plant-Based
53.0,0,1.63,57.9,21.8,13.0,5.0,Muscle Gain,Balanced / Plant-Based
39.0,0,1.69,88.4,31.0,10.0,4.0,Muscle Gain,High Protein
30.0,0,1.59,112.1,44.3,31.0,4.0,Maintain,Balanced / Plant-Based
23.0,0,1.57,96.7,39.2,31.0,3.0,Muscle Gain,High Protein
34.0,0,1.97,69.5,,18.0,4.0,Maintain,Balanced / Plant-Based
45.0,0,1.56,105.0,43.1,11.0,6.0,Maintain,Balanced / Plant-Based
49.0,0,1.55,86.2,35.9,15.0,3.0,Muscle Gain,High Protein
27.0,0,1.76,87.6,28.3,21.0,2.0,,Balanced / Plant-Based
46.0,0,2.0,53.8,13.4,21.0,6.0,Maintain,Balanced / Plant-Based
30.0,1,1.75,,17.5,33.0,1.0,  Maintain  ,Balanced / Plant-Based
49.0,0,,71.8,27.4,34.0,4.0,Maintain,Balanced / Plant-Based
24.0,1,1.89,111.7,31.3,33.0,5.0,Maintain,Balanced / Plant-Based
23.0,1,1.65,116.9,42.9,31.0,2.0,Weight Loss,Low Carb / Low Fat
58.0,0,1.82,50.6,15.3,24.0,5.0,Maintain,Balanced / Plant-Based
42.0,1,1.99,71.2,18.0,31.0,5.0,Weight Loss, Balanced / Plant-Based 
44.0,0,1.78,65.5,20.7,30.0,6.0,Muscle Gain,Balanced / Plant-Based
32.0,0,1.53,71.2,30.4,18.0,5.0,Muscle Gain,High Protein
56.0,1,1.75,104.2,34.0,12.0,5.0,Weight Loss, Low Carb / Low Fat 
56.0,1,1.99,88.5,22.3,26.0,3.0,Muscle Gain,High Protein
34.0,0,1.91,103.9,28.5,26.0,5.0,Muscle Gain,High Protein
21.0,1,1.56,86.9,35.7,20.0,1.0,Maintain,Balanced / Plant-Based
29.0,0,1.87,82.8,23.7,15.0,3.0,Maintain,Balanced / Plant-Based
50.0,1,1.92,68.8,18.7,25.0,2.0,Maintain,Balanced / Plant-Based
22.0,0,,58.8,25.5,18.0,4.0,Weight Loss,Low Carb / Low Fat
28.0,1,1.69,,29.7,31.0,3.0,Muscle Gain,Balanced / Plant-Based
54.0,1,1.72,115,39.0,28.0,6.0,Maintain,Balanced / Plant-Based
31.0,1,1.6,53.7,21.0,11.0,6.0,Weight Loss,Low Carb / Low Fat
37.0,0,1.87,115.3,33.0,26.0,6.0,Weight Loss,Balanced / Plant-Based
25.0,1,1.86,69.1,20.0,30.0,2.0,Maintain,Balanced / Plant-Based
52.0,0,1.85,100.9,29.5,16.0,3.0,Maintain,Balanced / Plant-Based
56.0,0,0,116.4,38.0,34.0,5.0,Muscle Gain,High Protein
39.0,1,1.95,91.4,24.0,25.0,1.0,maintain,Balanced / Plant-Based
43.0,0,1.71,58.6,20.0,,2.0,Weight Loss,Low Carb / Low Fat
57.0,1,1.7,54.5,18.9,13.0,6.0,Muscle Gain,High Protein
43.0,1,1.8,84.1,26.0,34.0,6.0,Weight Loss,Balanced / Plant-Based
29.0,0,151cm,89.9 kg,39.4,11.0,2.0,Muscle Gain,Balanced / Plant-Based
57.0,1,1.67,65.9,23.6,31.0,4.0,Maintain, Balanced / Plant-Based 
29.0,0,1.54,82.4,,23.0,1.0,Muscle Gain,High Protein
39.0,0,1.79,119.6,37.3,27.0,5.0,Weight Loss,Low Carb / Low Fat
38.0,1,1.97,66.1,17.0,23.0,1.0,Weight Loss,Low Carb / Low Fat
54.0,1,1.71,97.4,33.3,29.0,5.0,Weight Loss,Low Carb / Low Fat
39.0,0,1.54,106.2,44.8,34.0,1.0,Weight Loss,Balanced / Plant-Based
55.0,1,1.64,,,33.0,5.0,Maintain,Balanced / Plant-Based
21.0,1,1.99,79.1,20.0,29.0,6.0,Weight Loss,Low Carb / Low Fat
43.0,1,1.53,55.0,,21.0,4.0,Muscle Gain,High Protein
33.0,0,1.63,63.4,23.9,13.0,3.0,Muscle Gain,Balanced / Plant-Based
46.0,0,1.91,,29.1,26.0,3.0,False,High Protein
32.0,1,182cm,99.4 kg,30.0,17.0,4.0,Weight Loss,Low Carb / Low Fat
57.0,1,1.54,93.6,39.5,23.0,1.0,Muscle Gain,Balanced / Plant-Based
43.0,0,1.78,88.4,27.9,24.0,3.0,Maintain,Balanced / Plant-Based
20.0,0,1.56,110.4,45.4,34.0,4.0,True,Balanced / Plant-Based
40.0,1,1.79,69.8,21.8,24.0,6.0,Weight Loss,Low Carb / Low Fat
28.0,1,1.75,100.6,32.8,24.0,6.0,Maintain,Balanced / Plant-Based
21.0,0,1.51,76.2,33.4,10.0,3.0,Weight Loss,Low Carb / Low Fat
39.0,0,1.83,57.0,17.0,19.0,2.0,Maintain,Balanced / Plant-Based
25.0,0,1.88,116.5,33.0,25.0,2.0,Maintain,Balanced / Plant-Based
18.0,0,1.65,74.9,27.5,25.0,1.0,Muscle Gain,High Protein
36.0,0,1.83,59.030090147838,17.9,13.0,6.0,Muscle Gain,Balanced / Plant-Based
40.0,1,1.94,107.6,28.6,25.0,6.0,Maintain,Balanced / Plant-Based
50.0,1,1.7,113.8,39.4,17.0,1.0,Weight Loss,Low Carb / Low Fat
29.0,1,1.93,51.5,13.8,13.0,3.0,Weight Loss,Low Carb / Low Fat
40.0,0,1.86,63.3,18.3,15.0,2.0,UNKNOWN_@@@,??
57.0,0,1.59,63.1,25.0,25.0,5.0,Weight Loss,Low Carb / Low Fat
38.0,1,1.79,83.3,26.0,12.0,5.0,Muscle Gain,High Protein
55.0,0,1.53,81.9,35.0,22.0,1.0,Maintain,Balanced / Plant-Based
36.0,1,1.78,80.5,25.4,13.0,5.0,UNKNOWN_@@@,??
23.0,1,,64.7,26.6,32.0,2.0,Weight Loss,Balanced / Plant-Based
35.0,1,1.68,77.4,27.4,31.0,3.0,Weight Loss,Low Carb / Low Fat
43.0,1,1.7,66.4,23.0,12.0,5.0,Maintain,Balanced / Plant-Based
52.0,0,1.88,58.4,16.5,24.0,4.0,Weight Loss,Balanced / Plant-Based
24.0,1,1.7,83.7,29.0,13.0,4.0,Muscle Gain,High Protein
22.0,1,1.8,57.9,,32.0,4.0,Maintain,Balanced / Plant-Based
24.0,0,1.75,52.3,17.1,33.0,5.0,,Low Carb / Low Fat
33.0,1,1.95,85.7,22.5,34.0,4.0,Muscle Gain,High Protein
25.0,1,1.88,55.2,15.6,27.0,1.0,Weight Loss,Low Carb / Low Fat
18.0,0,1.55,104.2,43.4,20.0,,Maintain,Balanced / Plant-Based
31.0,1,1.65,61.4,22.6,15.0,6.0,Maintain,Balanced / Plant-Based
40.0,0,1.59,101.3,40.1,30.0,3.0,,Balanced / Plant-Based
29.0,1,1.77,52.8,16.9,16.0,4.0,Weight Loss,Low Carb / Low Fat
22.0,1,1.95,59.2,15.6,29.0,5.0,Muscle Gain,High Protein
21.0,1,1.7,114.6,39.7,16.0,1.0,Maintain,Balanced / Plant-Based
21.0,1,1.63,80.3,30.2,22.0,3.0,Muscle Gain,Balanced / Plant-Based
53.0,1,1.58,94.9,164.0,26.0,6.0,Weight Loss,Low Carb / Low Fat
22.0,0,1.54,63.2,26.6,18.0,2.0,Muscle Gain,Balanced / Plant-Based
54.0,1,1.99,63.9,16.1,34.0,2.0,Weight Loss,Low Carb / Low Fat
52.0,1,1.55,118.8,49.4,20.0,1.0,Weight Loss,Low Carb / Low Fat
39.0,0,0,104.9,38.1,15.0,4.0,Muscle Gain,High Protein
34.0,0,1.62,112.4,42.8,23.0,2.0,Weight Loss,Low Carb / Low Fat
55.0,1,1.74,65.5,21.6,19.0,1.0,Maintain,Balanced / Plant-Based
41.0,0,1.66,93.8,34.0,13.0,3.0,Weight Loss,Low Carb / Low Fat
34.0,0,1.52,67.3,29.1,28.0,6.0,Muscle Gain,High Protein
45.0,1,1.75,99.22475643163224,32.2,11.0,6.0,Maintain,Balanced / Plant-Based
51.0,0,1.94,51.6,13.7,34.0,3.0,Muscle Gain,High Protein
39.0,0,1.64,82.5,30.7,22.0,2.0,Muscle Gain,High Protein
39.0,0,1.61,112.5,43.4,20.0,1.0,Muscle Gain,Balanced / Plant-Based
19.0,0,1.76,108.3,35.0,12.0,1.0,Muscle Gain,High Protein
45.0,0,1.7,74.5,25.8,34.0,4.0,Muscle Gain,Balanced / Plant-Based
19.0,0,1.98,,27.0,23.0,3.0,Maintain,Balanced / Plant-Based
54.0,1,1.88,75.2,21.3,22.0,,Maintain,Balanced / Plant-Based
24.0,0,1.71,80.9,27.7,29.0,6.0,Weight Loss,Low Carb / Low Fat
47.0,1,1.58,98.1,39.3,25.0,1.0,Maintain,Balanced / Plant-Based
31.0,0,1.61,78.4,30.2,19.0,2.0,Maintain,Balanced / Plant-Based
35.0,1,1.65,107.2,,10.0,2.0,Muscle Gain,High Protein
37.0,0,1.69,64.8,22.7,18.0,4.0,Maintain,Balanced / Plant-Based
20.0,1,1.6,105.7,41.3,26.0,6.0,Weight Loss,Low Carb / Low Fat
25.0,0,1.91,65.9,18.1,22.0,4.0,Weight Loss,Low Carb / Low Fat
52.0,0,1.73,101.2,33.8,27.0,6.0,Maintain,Balanced / Plant-Based
57.0,0,1.77,118.7,37.9,24.0,3.0,Muscle Gain,High Protein
19.0,1,1.85,81.9,,12.0,6.0,Muscle Gain,High Protein
35.0,0,1.66,81.4,29.5,21.0,2.0,Maintain,Balanced / Plant-Based
21.0,0,1.74,58.5,19.3,31.0,4.0,Maintain,Balanced / Plant-Based
52.0,0,,94.6,24.9,15.0,3.0,Weight Loss,Low Carb / Low Fat
58.0,1,1.62,,25.6,21.0,1.0,Maintain,Balanced / Plant-Based
,0,1.81,84.9,25.9,13.0,6.0,Maintain,Balanced / Plant-Based
43.0,1,1.52,56.3,24.4,34.0,3.0,Maintain,Balanced / Plant-Based
19.0,0,1.85,87.4,25.5,14.0,1.0,Maintain, Balanced / Plant-Based 
18.0,0,1.97,56.2,14.5,23.0,6.0,  Maintain  ,Balanced / Plant-Based
45.0,1,1.92,55.3,15.0,21.0,2.0,weight_loss,Low Carb / Low Fat
54.0,0,1.69,50.5,17.7,18.0,3.0,Maintain,Balanced / Plant-Based
24.0,1,1.98,90.8,23.2,31.0,3.0,Maintain,Balanced / Plant-Based
54.0,1,1.58,,32.5,13.0,3.0,Weight Loss,Low Carb / Low Fat
29.0,0,1.81,116.3,35.5,33.0,2.0,Weight Loss,Low Carb / Low Fat
34.0,0,1.54,58.8,24.8,26.0,1.0,Maintain,Balanced / Plant-Based
44.0,0,1.76,109.5,35.3,29.0,2.0,Muscle Gain,balanced / plant-based
54.0,0,1.65,102.6,37.7,12.0,6.0,Maintain,Balanced / Plant-Based
32.0,0,1.95,87.2,22.9,32.0,2.0,Muscle Gain,High Protein
23.0,1,2.0,106.7,26.7,19.0,4.0,Muscle Gain,High Protein
55.0,0,1.58,85.7,34.3,11.0,1.0,Muscle Gain,High Protein
31.0,0,1.74,62.9,20.8,11.0,6.0,Maintain,Balanced / Plant-Based
30.0,0,1.87,106.3,30.4,34.0,1.0,Weight Loss,Balanced / Plant-Based
21.0,0,,68.8,28.3,22.0,3.0,Muscle Gain,Balanced / Plant-Based
34.0,1,1.52,99.6,43.1,14.0,5.0,Maintain,Balanced / Plant-Based
50.0,0,1.99,87.1,22.0,11.0,1.0,Weight Loss,Balanced / Plant-Based
54.0,1,1.52,79.7,34.5,31.0,2.0,Muscle Gain,Balanced / Plant-Based
41.0,0,1.75,100.2,32.7,18.0,5.0,Muscle Gain,High Protein
53.0,1,1.57,85.8,34.8,30.0,5.0,Weight Loss,Low Carb / Low Fat
38.0,1,1.53,,21.9,32.0,4.0,Muscle Gain,High Protein
52.0,0,1.96,-139.6,18.2,11.0,4.0,Maintain, Balanced / Plant-Based 
32.0,0,1.53,81.0,34.6,,2.0,Maintain,Balanced / Plant-Based
43.0,1,1.58,74.9,30.0,13.0,1.0,Maintain,Balanced / Plant-Based
46.0,0,1.71,96.9,33.1,17.0,4.0,MUSCLE gain,High Protein
55.0,0,,81.5,,27.0,2.0,Weight Loss,Low Carb / Low Fat
31.0,0,1.68,78.2,27.7,10.0,1.0,Maintain,Balanced / Plant-Based
54.0,0,1.91,99.5,27.3,22.0,3.0,Weight Loss,Low Carb / Low Fat
45.0,1,1.62,56.8,21.6,20.0,4.0,Weight Loss,Balanced / Plant-Based
27.0,0,1.65,92.1,33.8,16.0,5.0,Weight Loss,Low Carb / Low Fat
37.0,0,1.72,75.5,25.5,28.0,5.0,Maintain,Balanced / Plant-Based
32.0,1,1.6,81.90345701313977,32.3,32.0,5.0,Muscle Gain,High Protein
54.0,1,1.92,68.4,18.6,14.0,4.0,Weight Loss,Balanced / Plant-Based
33.0,1,1.8,106.1,32.7,32.0,,Maintain,Balanced / Plant-Based
23.0,0,1.91,60.7,16.6,33.0,4.0,Weight Loss,Low Carb / Low Fat
41.0,0,,65.4,17.9,12.0,2.0,Weight Loss,Balanced / Plant-Based
39.0,1,1.62,59.8,22.8,,6.0,Weight Loss,Low Carb / Low Fat
25.0,1,1.94,,19.6,19.0,6.0,Weight Loss,Balanced / Plant-Based
39.0,1,1.63,105.4,39.7,21.0,6.0,Maintain, Balanced / Plant-Based 
45.0,0,1.73,79.8,26.7,12.0,1.0,Weight Loss,Low Carb / Low Fat
40.0,0,1.87,101.0,28.9,21.0,6.0,Weight Loss,Low Carb / Low Fat
38.0,0,1.64,116.5,43.3,23.0,5.0,Weight Loss,Balanced / Plant-Based
51.0,1,1.7,91.3,31.6,28.0,4.0,Maintain,Balanced / Plant-Based
25.0,1,1.93,117.0,31.4,34.0,1.0,Maintain,Balanced / Plant-Based
40.0,1,1.68,112.3,39.8,16.0,5.0,Weight Loss,Balanced / Plant-Based
44.0,1,1.57,107.4,43.6,10.0,,Maintain,Balanced / Plant-Based
21.0,0,1.6,86.2,33.7,11.0,1.0,Maintain,Balanced / Plant-Based
55.0,1,1.83,85.6,25.6,17.0,2.0,Weight Loss,Balanced / Plant-Based
39.0,0,1.93,84.7,22.7,26.0,3.0,Maintain,Balanced / Plant-Based
54.0,0,1.87,79.0,22.6,17.0,3.0,Muscle Gain,High Protein
59.0,1,1.88,62.0,17.5,23.0,4.0,Weight Loss,Balanced / Plant-Based
35.0,1,0,74.2,20.6,14.0,3.0,Weight Loss,Low Carb / Low Fat
45.0,0,1.78,64.1,20.2,32.0,1.0,Maintain,Balanced / Plant-Based
,0,1.75,85.3,27.9,22.0,5.0,Maintain,Balanced / Plant-Based
28.0,0,1.91,,27.8,26.0,3.0,Weight Loss,Balanced / Plant-Based
42.0,0,1.62,50.8,19.4,13.0,,Muscle Gain,High Protein
40.0,0,1.56,81.8,33.6,10.0,1.0,Muscle Gain,Balanced / Plant-Based
42.0,1,1.6,89.2,34.8,21.0,4.0,Weight Loss,Balanced / Plant-Based
43.0,1,,69.4,23.5,12.0,2.0,Muscle Gain,High Protein
50.0,1,1.94,85.2,22.6,17.0,6.0,Maintain,Balanced / Plant-Based
25.0,0,1.59,63.4,,20.0,2.0,Muscle Gain,High Protein
26.0,1,1.78,76.3,24.1,18.0,5.0,Muscle Gain,Balanced / Plant-Based
27.0,0,1.76,69.6,22.5,32.0,1.0,Muscle Gain,High Protein
33.0,1,1.62,61.9,23.6,26.0,4.0,Weight Loss,Balanced / Plant-Based
44.0,0,1.9,91.7,,20.0,2.0,Weight Loss,Balanced / Plant-Based
42.0,0,1.57,115.2,46.7,18.0,4.0,Maintain,Balanced / Plant-Based
46.0,0,1.69,101.7,35.6,23.0,6.0,Maintain,Balanced / Plant-Based
29.0,0,1.57,92.4,37.5,28.0,1.0,Maintain,Balanced / Plant-Based
54.0,0,1.5,59.8,26.6,12.0,1.0,Muscle Gain,High Protein
33.0,0,1.54,77.6,32.7,23.0,2.0,Muscle Gain,Balanced / Plant-Based
47.0,1,1.5,90.4,40.2,21.0,,Weight Loss,Low Carb / Low Fat
41.0,0,1.85,113.4,33.1,26.0,5.0,Muscle Gain,High Protein
33.0,0,1.72,84.7,28.6,22.0,4.0,Muscle Gain,Balanced / Plant-Based
53.0,0,1.51,99.1,43.5,18.0,2.0,Muscle Gain,High Protein
52.0,0,1.91,,31.6,29.0,,Weight Loss,Low Carb / Low Fat
30.0,0,1.62,80.0,30.5,24.0,6.0,UNKNOWN_@@@,??
24.0,0,1.66,106.1,38.5,16.0,3.0,Maintain,Balanced / Plant-Based
25.0,1,1.87,97.5,27.9,17.0,5.0,Maintain,Balanced / Plant-Based
18.0,0,1.68,57.5,20.4,18.0,4.0,Weight Loss,Low Carb / Low Fat
38.0,0,1.89,76.9,21.5,28.0,3.0,Muscle Gain,High Protein
21.0,1,1.63,76.3,28.7,16.0,6.0,Muscle Gain,Balanced / Plant-Based
52.0,0,1.91,62.3,17.1,26.0,6.0,Muscle Gain,High Protein
31.0,1,1.98,73.8,18.8,10.0,6.0,Weight Loss,Balanced / Plant-Based
43.0,0,1.85,99.5,29.1,13.0,6.0,Maintain,Balanced / Plant-Based
19.0,0,1.77,111.5,35.6,21.0,6.0,Muscle Gain,
31.0,0,1.82,102.8,,31.0,6.0,Maintain,Balanced / Plant-Based
38.0,1,1.65,84.4,31.0,14.0,,Muscle Gain,High Protein
30.0,1,1.7,101.6,35.2,10.0,3.0,Muscle Gain,Balanced / Plant-Based
